SeqNo,text,hashtags,comments,likes
123,123,"Are you curious about how your body works when you experience pleasure? 🍑
Or what kind of fluids your body produces and what you can do with it?💧Or maybe what the orgasm gasp tastes like?👅We serve you #sexuality during #dutchdesignweek 🔥 get your tickets via #linkinbio
•
More info:
For this Dutch Design Week, Joes + Manon, a social design studio based in Eindhoven, put sexuality on the menu. Literally. They host a series of experience dinners in which they question norms and behavior in the context of sexuality.
During the dinner Joes + Manon will serve some of the challenges and opportunities within sexuality. As dinner guest you can expect an interactive experience in which the conversation about the topics is facilitated in an original and surprisingly delicious way. The orgasm gap will be cut away, taboos will be spiced up and stereotypes will be made into pulp. The experience dinners show the constructive and positive role of design in debating difficult and intimate subjects. The dinner is designed in close collaboration with Petra Tiemessen, Seksuologen in Spé and Rutgers, the Dutch authority on research & sexuality. Also, we are very happy to collaborate with designers Thieu Custers, Nienke Helder en Circus Engelbregt.",everydaysexism,"|.
.
.
.
.
#feminism #feminist #thefutureisfemale #girlpower #healthcaredesign #socialdesign #vivalavulva #pleaseyourself #productdesign #designacademyeindhoven #dutchdesignweek #eindhoven #femaleenterpreneur #heyddw #girlsjustwannahavefundamentalrights #empowerment #everydaysexism #womensrights #womenempowerment #pleasureishealth #intersectionalfeminism|👏|@e_meulendijks",64
124,124,"✨FOREVER AND ALWAYS 💕 Regrammed from @thecovengirlgang: “When we give cheerfully and accept gratefully, everyone is blessed.” ― Maya Angelou✨ #OursSistersKeepers #EverydaySexism #ToTheGirls #HeForShe #YesAllWomen #feminist #feminism #intersectionalfeminism #equality #love ##women #girlpower #art #womenempowerment #activist #feminista #blacklivesmatter #selflove #equalrights #genderequality #activism #pride #loveislove #empowerment #womensupportingwomen #womeninbusiness #bosslady #empower #womenentrepreneurs",everydaysexism,|That's what it's all about 👏❤️|Yes please and thank you! 👌🏼✨💕|🙌🔥,44
125,125,"“It is illegal for women to go topless in most cities, yet you can buy a magazine of a woman without her top on at any 7-11 store. You can sell breasts, but you cannot wear breasts, in America."" - Violet Rose. 🤔 💭 Image via Pinterest.",everydaysexism,|#Nannocare #NannoPad #MyNannocare #PulverizePMS #freethenipple #femaleempowerment #bodypositive #equality #feminist #metoo #feminism #metoomovement #intersectionalfeminism #feministclothing #feminismos #feminismisforeverybody #feministasfuck #girlpower #nastywoman #ibelieveher #shoutingback #everydaysexism #girlpower #empoweringwomen,35
126,126,"A little morning motivation to start your day:)
tag the beautiful people in you life! •
•
•
#psa #podcast #realtalk #spillthetea #news #letsspill #consentissexy #feminism #feminist #believewomen #believesurvivors #whyididntreport #womensreality #timesup #metoo #iamanastywoman #imwithher #everydaysexism #tothegirls #whyistayed #movement",everydaysexism,|AMEN YESSS,118
127,127,"Client Spotlight, the gorgeous @juliamk12🖤. Here she is pictured in the vineyards of Sonoma with her handsome man.  Julia is a regular to glo, keeping her skin glo-ing all year round.  This talented GAL is the new director of @dance_forever_studio and an INCREDIBLE dancer and instructor💃🏼. We just love you, SWEET JULIA! ⠀⠀⠀⠀⠀⠀⠀ #glogirlboss #whorunstheworld #girls #girlboss #womenhelpingwomen #girlpower #female #shethepeople #imwithher #girlsrule #timesup #yesallwomen #nastywoman #everydaysexism #tothegirls #heforshe #fem2 #girlpower #genderequality #woman",everydaysexism,|@juliamk12 sweat tan baby cakes 💕,25
128,128,"I'm back from two weeks of vacation so of course I had to censor two #chippendale dancers cause shot of #patrickswayze and #chrisfarley on #snl had me feeling like I was still in paradise. The confidence, the dance moves, the exposed nipples. I know Chippendales are supposed to be sexual but keep that on the stage and off of Instagram!

#everydaysexism #equalrights #womensrights #equality #goosevsgander #topfreedom #handsoffmyrights #censorallnips #weareinthistogether",everydaysexism,|Chris Farley is one of my heroes,12
129,129,When is @wordswithfriends going to introduce a “no chat” option that prevents creepy men from using it as a platform to send unwanted pick-up messages to complete strangers? 🧐😡 #spam #privacysettings #wordswithfriends #onlinegaming #everydaysexism #creep #notfuckingtinder,everydaysexism,"|Omg that's awful! I feel like I say ""what's wrong with people"" on a daily basis at the moment 🙄|Excellent response tho doll!|Great response 👊|Eugh!!!! Wtf?!!! Xxx|Utter arseholes. You should share this on Twitter x|@battle_unicorn42 it’s not just us!!!!|I get it all the time, I’m like my husband is right next to me why don’t you connect with him|It’s how I met my husband but he was far from a creeper on there|Heck!!!!|Just play me darling. This is your mother just incase your friends were wondering 😘",76
130,130,"As someone who travels to strange places by myself all the time because of work, I absolutely love and relate to this picture. Except if this model was really on the train, all the men would be gawking at her shamelessly. Nevertheless, this makes me think about the absolutely free world men inhabit, with zero fucks to give, while women are constantly made to feel self-conscious and vulnerable,  mostly by the unaplogetic and often shameless male gaze that follows them everywhere they go. 
#Repost @indiaculturalhub
• • • • •
#ICHPhotography: How many of you love capturing the varied expressions while travelling in a train in India?

@riddhi_parekh's brilliant photoshoot ""The Train story"" will show you the different thoughts, emotions, expressions & atmospheres you go through during a night in the train. "" As we entered we realized we were amongst the only three ladies out of five in the UP filled gang of men. With only two seats reserved and rest on RAC we started preping for our shoot in this over crowded train. The challenges were unforseen of course. Viji and Rebekah had to stand next to the smelly toilets to iron and curl the hair as that was the only working electrical point, also wait for the train to stop to put a correct eyeliner and change in the cramped toilets.
After all the craziness we did manage to start the shoot and boy it was a joy. ""
#Culturvation
#everydayresistance 
#everydaysexism 
#everydayfeminism",everydaysexism,"|A brilliant concept and superbly shot|Indeed, my friend. 😡",277
131,131,"I started reading Everyday Sexism by Laura Bates yesterday and it is so good so far! I’m a big fan of books that highlight and discuss issues like gender, equality, rights, feminism etc. so this is great and it’s a really important issue too. .
.
.
.
.
.
.
.
.
.
.
#bookstagram #bookstagrammer #bookgram #booksta #currentlyreading #currentread #currentreads #currentbook #everydaysexism #laurabates #nonfic #nonfiction #nonfictionbooks #feministbooks #feminism #bookish #alwaysreading",everydaysexism,"|It looks interesting!  I enjoy nonfiction and feminism topic readings|It looks interesting! I am trying to include more non fiction in my reading|Ooo this looks like a good one, I've been looking for some more books on sexism!|👏👏|This looks like my kind of book!",89
132,132,"It’s day 7 of #PMUKSPOOPY challenge. 💀 Skulls 💀 this less than favourable sign was plastered all over the forests in Cambodia when I visited in 2005. Kids were still regularly getting killed or maimed just for playing in their own seemingly peaceful countryside. Seeing how the Khmer Rouge devastated a country so completely and brutally still haunts me. And that it was happening in my lifetime. I don’t even understand how. And then I think about the terror and oppression in North Korea and think FUCK. so yeah, sorry this one not a funny today. A grim reminder that our symbol of horror and spooky fun is also a deadly warning for kids on the other side of the world. 😞",everydaysexism,"|##feminism #feminist #feministblogger #intersectionalfeminism #feministblog #everydaysexism #equality #equalrights #genderequality #smashthepatriarchy #feministAF #feministas #nastywoman #pmuk #punkymomsuk|Cambodia is such a beautiful place, it’s hard to think such atrocities happened there so recently. I saw tourists wearing T-shirt’s with this sign on when I lived in Thailand 😞|Horrendous 😢|I also went to Cambodia in 2000, such a beautiful country so ravaged. :(",33
133,133,"🥜 🥜 
_______
#word",everydaysexism,|#everydaysexism #iamanastywoman  #womensrights #feministart #girlpowermovement #sexism #heforshe #hamburgerdeern #instahh #instabe #womenempowerment #effyourbeautystandard #whyileft,102
134,134,"The #MeToo movement has been a catalyst to where we are now- openly discussing rape culture and calling it out for what it is.⁠
⁠
But what now?⁠
⁠
We are at a cultural tipping point and in order for us to move forward and being able to say #NeverAgain, we need to actively and PROactively take measures to create #consentculture. ⁠
⁠
In this episode I talk about how we can do that- ALL of us!⁠
⁠
Check out the episode via the link in my bio!⁠
⁠
⁠
#BelieveWomen #BelieveSurvivors⁠
#WhyIDidntReport #WomensReality ⁠
#TimesUp #NoMoore #NeverMoore  #MeAt14 #IAmANastyWoman #ImWithHer⁠
#EverydaySexism #ToTheGirls #WhyIStayed #HeForShe #YesAllWomen⁠
#EffYourBeautyStandards #Fem2 ⁠
#sexualhealth #sexpositivity #bodyautonomy #sexualautonomy #sexeducation #defendhappiness #sextherapy #sexualtherapy #CalladitasNoMore",everydaysexism,"|🔥🙌🔥|Thank you for doing this episode. Although it can be a difficult topic, it is time to take back our voices and say no more!|So needed!!! I also want the never again!❤️|So important!! Thank you for these discussions 🙌🏼|Thank you @aboutconsentpodcast  for this episode. Very much needed. 💜✨|This is great I am very passionate about this and basically I don’t feel any fear in calling out a person  that think out loud or actually do the act of sexual assault. I would love to share my experience.|Very much needed. Thank you for increasing awareness. 🙏🏼|I do like how consent talk has moved into some of my favorite TV shows to hopefully help keep the conversation going|This is so powerful for so many reasons. Thank you for doing this work.|Another great topic 👍🏼|I'm so glad you're addressing this - it was such a powerful movement, we need to keep it going for real change",60
135,135,"You make a difference. 💜

#yesallwomen #sheforhe #whyistayed #fortheloveofmen #everydaysexism #imwithher #imanastywoman #metoo #timesup #womensreality #whyididntreport #believewomen #believesurvivors #prochoiceisprolife #unfounded #prochoiceforlife #prochoice #shesaid #feminist #entrepreneur #economicsecurity #feminism #womensmarch #leanin  #womenentrepreneur #womenentrepreneurs #womeninbusiness #mompreneur #womeninbiz #prochoice #womensrights #economicsecurity 💜",everydaysexism,|Yes!!! Such an important message!!!|Yes!! Thanks for the tag ❤️,17
136,136,Day 6 of #PMUKSPOOPY challenge. Little monsters! Here are my delightful issue dressed up last year. Gus is a spree killer and Joni is a werewolf witch. Monsters indeed!,everydaysexism,"|##feminism #feminist #feministblogger #intersectionalfeminism #feministblog #everydaysexism #equality #equalrights #genderequality #smashthepatriarchy #feministAF #feministas #nastywoman #pmuk #punkymomsuk|Brilliant! This year we are so stuck. Mine change their mind constantly! I’ve said I’ll focus on the decor, dad is on costume duty!|Scary but very very cute!!!|I want to join in with this challenge!!",48
137,137,"patriarchy noun
pa·​tri·​ar·​chy | \ ˈpā-trē-ˌär-kē\
Definition of patriarchy
: social organization marked by the supremacy of the father in the clan or family, the legal dependence of wives and children, and the reckoning of descent and inheritance in the male line
broadly : control by men of a disproportionately large share of power - (Merriam-Webster)
~
Yes, I’m a feminist. No, I don’t hate men. ~
feminism noun
fem·​i·​nism | \ ˈfe-mə-ˌni-zəm\
Definition of feminism
: the theory of the political, economic, and social equality of the sexes -
(Merriam-Webster)
~
(Unknown artist if you let me know so I can recognize you)
~
~
~
~
~
~
#fall #autumn #everydaysexism #fem2 #heforshe #allmencan #prettyperiod #bodypositive #effyourbeautystandards #imwithher #metoo #bringbackourgirls #whyistayed #iamanastywoman #tothegirls #timesup #girlslikeus #youoksis #women #womxn #female #girls #feminist #mentalhealth #therapist #amandagullettlpcc #louisville #kentucky #weekend #instagram",everydaysexism,"|~
(Sorry, no DM’s)
~
*See profile for website and contact info*
~
Posts by this acct are meant to be used in addition to therapy not as a replacement ~",88
138,138,"Currently reading: Everday Sexism by Laura Bates. Very difficult to read at times, but extremely necessary. 🍋
.
#bookstagram #igbooks #igreads #boeken #lezen #boekenwurm #everydaysexism #laurabates #feminism #feministreading",everydaysexism,|And drinking two coffees at a time? 🙈,32
139,139,Got the spend the afternoon with these miracles and then spend the evening drinking gins and eating pizza discussing everything we learnt #wegotthis #girlup #everydaysexism,everydaysexism,|Such a lovely day!! Thanks again ❤️|Ah glad you made it! I saw the last 20 minutes and thought it was great,23
140,140,"What would you tell your teenage self? Inspiring stuff from @bryonygordon and @laura_bates__. Interviewed by the brilliant @sunnysinlondon .
📸by @scarletpage .
#henleyliteraryfestival #bryonygordon #laurabates #yougotthis #everydaysexism #teenageselves #henleyonthames #theburning #authors #bookfest #oxfordshire",everydaysexism,|Sad to miss this one but looking forward to tomorrow and Bryony and Poorna and Melissa|Absolutely loved this - really inspiring and so pleased my daughter was with me to hear this talk. Thank you 🌟,49
141,141,I am enough. I will always be🥰 #womensreality #womenhelpingwomen #everydaysexism #inspiration #love #selflove #motivation #empoweringwomen #womenempowerment #women #selfcare #mindfullness #positivevibes #healing #believesurvivors #empower #positivity #education #leadership #fashion #feminism #loveyourself #socialnorms #girlpower #feminist #inspire #awareness #personaldevelopment #happiness #believewomen,everydaysexism,|Cuteeee Bestieee|💩|😍😍😍😍💖💖💕💕|Wonderful message ~ yes we are enough and always be. Cheers to you!|💩,51
142,142,"Pls read:
Last picture: typical stereotype female,ä.
This picture: more uncommon, strong looks due to the cosplay.
.
I've made the experience, the more stereotype female pictures I post, the more popular they are on this platform.
I want to hear what you think about this. What could be a possible explanation? Is sexism still present everywhere?
As you know I am not backing up from difficult topics, so I ask you to not be shy and do the same, tell me your experiences/ thoughts/opinions on this topic :)
.
In Kontrast zum letzten Bild, das mehr dem stereotypen Frauenbild entspricht hier ein starkes Frauenbild von mir im KDA Akali Cosplay. Ich habe die Erfahrung gemacht, je mehr das Bild dem Stereotyp entsprach, desto besser kam es an. Daher frage ich mich,  woran das denn liegt? Ist sexismus so omnipräsent? 
Ich würde gerne eure Gedanken dazu hören. Wie ihr wisst scheue ich mich auch nicht davor, kritische Themen anzusprechen. Ich bitte euch, das auch zu tun. Sagt mir doch mal eure Erfahrungen/Meinungen/Gedanken zu dem Thema :)
.
.
.
.
.
 #lolcosplay #league #leagueoflegendscosplay #kda #strongwoman  #street_photography #streetphotography #streetshot #fitness #gymgirl #bodygoal #sexism #criticalthinking #everydaysexism #nostereotypes",everydaysexism,"|Yes it’s still present and many men and women still hold onto sexist ideas, stereotypes and thoughts without thinking about whether they’re wrong. If a man can’t appreciate a woman’s strength, he’s not a man. For me, I’m always mindful of the compliments and comments I give people. Telling women and men different things (like women are pretty vs men are confident or smart) pushes the same sexist ideas even if you’re a ‘’well meaning’’ person. We all have to be conscious about how we contribute to the problem before we can be part of the solution.|Ich find dich auf beiden Bildern sehr hübsch und auch sexy! Das liegt aber nicht am Outfit sondern eher an Dir. Du bist eine sehr hübsche Frau! Du hast schöne Proportion, bist schlank, hast lange Beine, einen schönen Bauch UND ein sehr hübsches, ausdrucksstarkes Gesicht! ♥️ Für mich wärst du legit auch im Jogger und XXL Hoodie hübsch Arti 😘 das ist meine ehrliche Meinung! (Und über deine Schönheit von innen brauche ich nicht reden, die ist grandios!) #ehrlich|Da ich beinahe jeden Post hier like, kann ich das nur schwer beurteilen. Denke das ein gewisser Teil nur wegen mancher Stereotypen da ist, kann man glaube ich nicht sehr viel machen|Love this 🙌🏻🙌🏻🙌🏻|Also Erstmal Tolles Cosplay Foto von dir soo und nun zum Thema Sexismus oder auch Sexuelle Belästigung wenn ich das so richtig verstanden habe wenn nicht dann Sorry Sexuelle Belästigung finde ich furchtbar ich meine wenn einer oder eine ein Bikini Foto reinstellt auf Insta klar das Männer sagen hey Sexy oder WOW bist du Hot ich glaube das würden Frauen auch sagen oder schreiben wenn ein Muskel Mann oberfreien Körper ein Foto macht das die Frauen auch gleich schreiben wie die Männer was aber Sexuelle Belästigung angeht tut mir leid da muss ich leider Kotzen ich meine es gibt leute die sind Betrunken und dann sagt ein Mann na  willst du und wenn sie nein sagt dann wird sofort vergewaltigt ich meine alle Männer sind nicht so ich hab es auch noch nie gesehen aber es gibt ab und zu mal solche Männer und da muss ich auch sagen nee nee so geht das sicher nicht ich meine wenn eine sagt nein dann heißt es nein und fertig und zweitens Kann man eine Dame auch wenn die Bauchfrei rumgeht nicht einfach Normal sagen Hallo ich bin der so und so und sie ja freut mich dich kennen zu lernen und nicht so so Jetzt wird Dadada ich glaube ihr wisst was ich meine oder Mann kann sagen wow du siehst toll fesch Hot Richtig Klasse aus und nicht naa Bock auf  und sie nein und dann neee das geht so nicht weiter Wähh also ich finde das Richtig Furchtbar mehr fällt mir leider auch nichts mehr ein tut mir leid für mich ist das jetzt beendet und Sorry für den langen Text Danke fürs Lesen lg Keks Ende.|Ich finde deine Persönlichkeit einfach top Arti! Da hat es nix mit dem Aussehen oder desgleichen zu tun. Deine Art wie du einfach bist ist halt auch was ganz besonderes, weil jeder Mensch hat irgendwie eine besondere Art an sich und bei dir ist das so wie ich es finde, dass du wie man auch an der Gamescom gesehen hat deine Bodenständig da du nicht abgehoben wirkst. Du bist einfach du nett, lustig und kommunikativ und offen|Und drittens ich kann nur @s.a.r.a.m.i.a.u  zustimmen du bist hübsch Freundlich Nett klug und auch wenn du sagst waah ich bin heute nicht so Hübsch vergiss nicht auch innere Werte zählen vergiss das nie wenn du wieder sagst ich schau heute wieder Arrgh aus auch innere Werte zählen dazu wie du dich fühlst usw wenn du verstehst was ich meine Arti Jeder mensch ist etwas besonderes Jeder auch du|Hmmm, I'd disagree with your conclusion for starters.  The picture of you sitting on the couch drinking tea or coffee has fewer likes than the post of you sitting in the same outfit on the graffiti wall.  Yes, sexism will be ever present, because we are different.  How many courts, all things being considered equal, give children to the father?  Not many, at least here in America.  We (men and women) are different.  I realize that culture is trying to say that we arent different, other than physical strength, and that its society that makes us different, but sociologists and psychologists (at least credible ones) would disagree.  Even other species, such as the reese's monkey, males will play with toy cars preferably, and females with dolls.|Und Sorry falls ich etwas falsch verstanden habe Tolles Bild mach weiter so|Ich gehör ja auch zu denen, die hier praktisch alles von dir liken. Einfach weil ich dich als Persönlichkeit mag. Aber Sexismus ist meiner Erfahrung nach im Alltag (beruflich wie privat) nach wie vor sehr weit verbreitet.|Mir persönlich ist es absolut egal wie sich ein Mädchen/Frau darstellt, auf Insta. Ob nun schick und elegant, rockig und Wild oder im schlimmsten Schlumberoutfit.. Hauptsache die Person auf dem Bild fühlt sich wohl dabei 💪🔥.|Andere Frage: wo fängt denn Sexismus für dich an? Hab genug weibliche Freunde die dieses Thema total lächerlich finden 🤔|Was heißt denn je mehr dem Stereotyp?? Generell hätte ich gesagt je sexier du bist desto mehr Likes, hat dann aber nichts mit Sexismus zu tun sondern, dass du so schön bist :) 😍|Instagram ist halt eine sehr oberflächliche Plattform und viele Männer Primaten 😆|Sobald Frauen haut oder ihre Brüste in die Kamera halten bekommen sie automatisch mehr Likes, als eine Frau die sich bedeckt hält. Sex sells... Leider",199
143,143,"It’s time for a movie night! 🎬

It's true that there's a problem with the way girls and women are being portrayed on screen. But we also want to celebrate where filmmakers have got it RIGHT 🙌 From fierce warrior Mulan, to feminist icon Kat Stratford, our movie marathon will reassure you that there's some positive representation of girls and women out there. 
So, get comfy 🛋️, grab some popcorn 🍿 and enjoy our #DayoftheGirl movie night. Which films would you add to the list?

#RewriteHerStory #IDG2019 #GirlsTakeover #sexismonscreen #objectification #genderstereotypes #everydaysexism #fightsexism #representationmatters #representationispower #womenonscreen #womeninfilm #damselindistress #linkinbio",everydaysexism,|We're rewriting the story for girls and women on screen this October. Equal representation is a key part of how #GirlsGetEqual. Hit the bio link to get campaigning - by sharing examples - good and bad - of girls and women on screen - and how you would #RewriteHerStory.|Matilda is the best movie 😊🙏|🔥|These are some great choices,302
144,144,"My husband’s heading out of the country so this seemed appropriate! 🤣
.
.
.
#repost via @feminist.aus",everydaysexism,"|#saturdaynight #weekendvibes
#connectionoverperfection #relationships #loveyourself #trustyourself 
#simplifytrauma #traumainformed #youdeservebetter  #believewomen #peersupport #workingmom #thedoubleshift #youdeserveit #relationshipsbelike #believeinyourself #everydaysexism 
#parenting #mothering #womensupportingwomen #womenswellness|😅👌",74
145,145,My first @nytimes piece is up today! Link also in bio. https://t.co/pibFEfwS75 #weddings #sexism #relationships #gender #everydaysexism,everydaysexism,|Super article!! Thank you for shedding light on this topic and including my thoughts.|Congrats!|Congrats congrats!|congrats!|Congrats!|👏👏👏,36
146,146,"Celebrating @cheekbonebeauty 💜

Welcome to our Community of Warriors! ⚡We are Indigenous women, we come in all shades, shapes and sizes!  We are still here to tell our stories. We are grateful, we love so hard, we heal and we help heal others.  We exist to empower our youth.  We are Indigenous Women Warriors! ⚡

Photography care of @jfhannigan. Check out thier new website created by @hughesnco. Warrior Women in the photo from left to right @wapahkesis @kendrajessie @michaella.shannon @cheekbonewarrior @lesley_hampton and @atribecalledbeauty. Make-up @honor_beauty, @emmasplantmakeup and @rubyreebeautiful. 💜

#cheekbonebeauty #thelip #warriorwomen #love #gratitude #warriorcommunity #lovewarrior #radicalgenerosity #yesallwomen #sheforhe #whyistayed #everydaysexism #imwithher #imanastywoman #metoo #timesup #whyididntreport #believewomen #believesurvivors #feminist #entrepreneur #economicsecurity #feminism #womensmarch #womenentrepreneurs #womeninbusiness #mompreneur #womeninbiz #prochoice #womensrights #economicsecurity 💜",everydaysexism,"|❤️|👏👏Beautiful, Strong, Intelligent 🙌 Powerful ❤️",41
147,147,"""You can’t just add women and stir. We need to radically redesign everything."" Vicki Saunders 💜

#radicalgenerosity #yesallwomen #sheforhe #whyistayed #fortheloveofmen #everydaysexism #imwithher #imanastywoman #metoo #timesup #womensreality #whyididntreport #believewomen #believesurvivors #prochoiceisprolife #prochoiceforlife #prochoice #shesaid #feminist #entrepreneur #economicsecurity #feminism #womensmarch #leanin #womenentrepreneur #womenentrepreneurs #womeninbusiness #mompreneur #womeninbiz #prochoice #womensrights  #economicsecurity 💜",everydaysexism,"|Love this! Shaken not stirred,  pls|That @sheeovicki is one powerhouse on a mission!! 😍|Absolutely ❤️🙌🏼⭐️",49
148,148,"It’s day 5 of 🎃 #PMUKSPOOPY 🎃 challenge! Leaves! This is a bit of a cheat cos I did this last year. But ssssh! It’s still pretty, right? If a bit weird. But pretty and weird are a good combo. #prettyandweird",everydaysexism,|##feminism #feminist #pmukspoopy🎃 #feministblogger #intersectionalfeminism #feministblog #everydaysexism #equality #equalrights #genderequality #smashthepatriarchy #feministAF #feministas #nastywoman #pmuk #punkymomsuk|So cool!|Oh wow|Flipping love the colours 😍|I love it. Xx|Thats pretty awesome.|That outfit is gorgeous!|Oh this is super cool. Great photo 😍|Absolutely Gorgeous 😍|I feel like I’m on drugs a little but cute photo!|Oh this effort is so lovely! I feel all autumnal inside x|I think its beautiful!!|I think its beautiful!|Very cool effects.,101
149,149,"“Also, meine Geschichte ist von letztem Jahr. In meiner Schule hatten wir einen ziemlich sexistischen Lehrer. Er hat öfter unsere Sportstunden übernommen und ist dabei immer ""unabsichtlich"" in die Umkleidekabine gekommen und hat uns allen auf die Brüste gestarrt. Während dem Turnunterricht hat er uns immer mit den Jungs verglichen und jeden Satz mit, ""...dafür das du nur ein Mädchen bist..."" begonnen. Die schlimmste Situation war aber nicht im Turnunterricht. Meine Partnerklasse hatte ihn in einem anderen Fach und bei einer Schularbeit hat er einem Mädchen, das fast die ganze Punktzahl hatte, und somit eigentlich einen Einser, einen Fünfer gegeben, mit dem Grund das er sich nicht vorstellen kann, dass ein Mädchen das kann und sie bestimmt von ihrem Sitznachbar abgeschrieben hätte. Zum Glück wurde er gefeuert, nachdem sich mehrere Schülerinnen und Eltern bei der Direktion beschwert hatten.”⁠
---------------------------------⁠
Thank you @swellyoga.art for the beautiful illustrations⁠
---------------------------------⁠
Schicke uns deine Geschichte über www. oidaitssexism .com⁠
----------------------------------⁠
#OIDAitssexism #Aufschrei #timesup #fightsexism #everydaysexism #sexismusimalltag #sexisminaction #Sexism #Sexismus #sexists #misogyny #sexismatitsfinest #sexismatitsworst #antisexism #antimisogyny #schweigenbrechen #awareness #equality #equalityforall #equalrights #gleichberechtigung #downwithsexism #notokay #beloud #standup #shareyourstory",everydaysexism,"|🤮🤬|Grausam|Wir hatten so einen ähnlichen Lehrer. Der kam auch einfach einmal durch die Mädchengarderobe. Und in Geographie meinte er nur ""boah hier stinkts nach Mädchen""|Important to share these stories!",121
150,150,"Happy weekend everyone! What’s one thing you achieved this week?

#everydaysexism #womeninbusiness #genderbias #womensuppportwomen #ambitiouswomen #coaching #newbook #newauthor #equality #successfulwomen #careeradvice #friyay #fridayfeeling #confidence #empowerment",everydaysexism,|My first ever Pilate class😼,8
151,151,"This should not be happening. Not with this much wealth in the US. Not in the 21st century. Not when we claim to value families and children and the lives of all beings. ⁠
⁠
It should be criminal for a woman—still healing from birth, still getting to know her baby, still navigating the heady, exhausting, surreal landscape of life with a newborn—to be back at work less that two weeks after having a baby.⁠
⁠
#postpartumjourney #postpartumsupport #postpartumhealing #postpartumawareness #newmom #newbornlife #maternityleave #matleavelife #postpartum #fourthtrimester #motherhoodunfiltered #thisismotherhood #patriarchy #feminism #womensrights #radicalfeminism #intersectionalfeminism #maleprivilege #socialjustice #smashthepatriatchy #thisiswhyweneedfeminism #strongwomen #genderequality #addwomen #everydaysexism #fem2 #thefutureisfemale #resisterhood #idissent #representationmatters",everydaysexism,|Completely agree. This is ABUSE.|Highly unacceptable.|👌🏻|Yeah...I went back to work at 4 weeks with my first and 3 weeks with my second. I didn't earn enough to bank a maternity leave. My husband and I went back to work at the same time.,83
152,152,"Yey! It’s 🎃#PMUKSPOOPY🎃 challenge day 4! Poison!!! And of course if you’re in the UK then this person is top of the list when it comes to poison! Poison that he spreads with his racist, sexist, privileged slack, spit slobbering hole. Have a nice day y’all! 🖤🖤🖤 #bojo #Bohnson",everydaysexism,|##feminism #feminist #feministblogger #intersectionalfeminism #feministblog #everydaysexism #equality #equalrights #genderequality #smashthepatriarchy #feministAF #feministas #nastywoman #pmuk #punkymomsuk|Eurgh 🙄 can’t stand that man! Still can’t believe his PM...Mind you I’m not really fan of any MP right now x|🤭🖕🖕🖕🖕🖕🖕🖕 boris|He is a total fucknut of the highest order.|What a knob. I worry for the world between him and trump. Who lets these people be incharge?!|This photo made me laugh out loud!,53
153,153,"⁣I feel like not enough people understand that being six week pregnant means your period is two weeks late. 🙄 ⁣
⁣
Against abortion? Have a vasectomy***, or as I prefer to call it: The SEXY Snip✂️⁣
⁣⁣⁣
If you have “working” balls, AND you want to have sex with ANYONE, then you need to get The SEXY Snip✂️. ⁣⁣⁣
⁣⁣⁣
And if you CAN’T afford the procedure, then you DON’T need to be having sex with ANYONE. PERIOD. ⁣⁣⁣
⁣
For more information on The SEXY Snip Method ➡️ please see comments. ⁣
⁣⁣
Creator of The SEXY Snip ✂️Method ™️: ⁣@feministandfluid #S4ER⁣
⁣⁣⁣
*** 10% of proceeds from sale of this bada** shirt are being donated to @plannedparenthood. Shirts available HERE: @chnge.⁣",everydaysexism,"|#smashthepatriarchy #fuckthepatriarchy #mybodymyrules #everydaysexism #mybodymychoice
#reproductiverights #abortionrights #reproductivejustice #reporights
#istandwithpp #roevwade #abortionpositive #stopthebans #mybodymyrules #abortionaccess #stopthesham #abortionishealthcare #femininerising #istandwithyou #allinthistogether #intersectionalfeminist #intersectionalitymatters #blackwomenmatter #whiteprivilegeisreal #blacklivesmatter✊🏾 #prochoiceisprolife 
#alabamaabortionban #womensupportingotherwomen|The SEXY Snip ✂️Method ™️ cont’d:⁣
⁣
Sperm is ONLY needed if you want to conceive a baby. If you would like the option of conceiving a baby, you can:⁣
⁣
• SAVE your sperm, but storage fees must be paid in advance. ⁣No layaway. ⁣
⁣⁣
If you do not want to conceive a baby, no worries, you can have the SEXY Snip✂️ & then have ALL THE SEX you want AND adopt (but only if you identify if your a heterosexual cisgender individual).⁣⁣⁣
⁣⁣⁣
FAQ: I DON’T have sex with people who have uteruses so WHY do I have to get The SEXY Snip✂️? ⁣⁣⁣
⁣⁣⁣
ANSWER: We don’t know if you WILL become a rapist. And since terminating a pregnancy conceived through rape is (increasing becoming) illegal, we must prevent conception from ANY rapes. ⁣⁣⁣
⁣⁣⁣
For any further questions about The SEXY Snip✂️, please ask white Democratic lawmaker in Alabama with a uterus. ⁣⁣⁣
⁣⁣⁣
They of course have your best interests (regarding your male reproductive health) at HEART. ⁣⁣",229
