SeqNO,text,hashtags,comments,likes
100,"Raise your game higher! Every #female needs to rise above  #genderstereotype and this fringe  loafers will ultimately give you that lift you crave.
.
.
.
.#borifootwear #craftingleathersright #wcw #womancrushwednesday #wednesday #womancrush #feminist #feminineshoes  #proudlynaija #bellaweddings #naijamade #naijahandmade #lagosfashion #loafers #slips #shoebuzz #instashoes #buynaija #sellnaija #naijashoes #weloveshoes #naijaleathher #naijamade #naijahandmade #gidi #gidifashion #lagosshoes #instashoe #instafashion #fashionshoes",genderstereotype,|Woooow....check @superafricancomedy for recent comedy feeds,39
101,"Make sure you check out this incredible TED talk Why I’m don’t trying to be “man enough” by @justinbaldoni 
LINK: https://www.ted.com/talks/justin_baldoni_why_i_m_done_trying_to_be_man_enough/up-next",genderstereotype,|#justinbaldoni #gender #tedtalk #ted|#gender #stereotype #genderstereotype #bias #girls #boys #equality #japan #tokyo #女子力 #女性 #男性 #女子 #男子 #ジェンダー #ステレオタイプ #ジェンダーステレオタイプ #言葉 #平等,12
102,,genderstereotype,|#gender #stereotype #genderstereotype #bias #girls #boys #equality #japan #tokyo #女子力 #女性 #男性 #女子 #男子 #ジェンダー #ステレオタイプ #ジェンダーステレオタイプ #言葉 #平等,7
103,"#Latergram: Independent journalist Neha Dixit moderated an extremely insightful discussion yesterday, titled 'Journalism on Ground Zero'. On the panel were Jisha Elizabeth, Chitra Ahanthem, and S. Senthalir, all of them women in regional media. What are the challenges a journalist from the North East faces? What are the challenges of a woman journalist covering the #KeralaFloods? These and more questions came up during the half an hour long talk. If you missed watching them live, check our our Facebook stream for the full discussion! And let us know what you thought ☺
Photos by our volunteer @banjaarana!
#YKASummit #nehadixit #chitraahanthem #jishaelizabeth #ssenthalir #womensstories #journalism #reporting #womeninmedia #genderstereotype #millennials #news #indianmedia #ykaevents #delhievents",genderstereotype,|WoW,195
104,"Removing sexism from children's reading material.
@theirrelevantproject #genderequality #genderstereotype #bias #antibias #antibiaseducation",genderstereotype,"|#letthembekids #letthembelittle #parentinghacks #growthmindset #raisingboys #raisekindkids #raisestronggirls #breakingstereotypes #bethechange|#itsonus #languageispower #feministmedia #parenthood #childpsychology #education #unlearning #unlearnandrelearn #representationmatters #antibiaseducation #designthinkingforlife|#indianparentingblog #mommyblogger #educatingforempowerment|Nicely portrayed. These subtle elements shape the young minds, almost irreversibly. Keep up the great work ❤️|Much needed topic. Thanks for the video ❤️",30
105,"Word of the day: Gender Stereotype .
#gender #stereotype #genderstereotype #wordoftheday #bias #girls #boys #equality #japan #tokyo #learnthisword #女子力 #女性 #男性 #女子 #男子 #ジェンダー #ステレオタイプ #ジェンダーステレオタイプ #言葉 #平等",genderstereotype,|Great post! Message us to find out how you can help Mission LGBT Equality!|👍🏼,7
106,"I first met her a couple of years back and since then I have been meeting her quite often and it feels good as she speaks my regional language,until yesterday.
.
I was sitting with #babyT in the garden  of our society and she came and sat beside us.I wished her, as usual, and the first thing she said, ""Pua te heithile bhala hei thanta !"" which translates to, it would have been good,  if  she was a boy.
.
I didn't see it coming and I kept mum for a while. She quickly reiterated i.e because #babyT has less hair on her head.🤦
.
Another lady, who has twin boys, whom I regularly meet just like the other lady was passing by and said ""Arre wah! Aaj toh mummy ne frock pehnaya hai!"" .
.
The series of events were unexpected but this definitely triggered parenting woes for me. Am I expected to dress up my baby in frocks to let people know that she is a girl? Having less hair, facial features like a boy are not according to the standards of this society we live in.
.
I know this judgmental attitude is hard to scrape off but why does it have to be at all.
.
.
.
#sabkopadihai #judgementalpeople #societyisus #stopjudgingpeople #mybabymyworld #letmychildbe #clickinmama #babygirl #mymunchkin #babystagram  #myrainbowbaby #babyT  #ahmedabadbloggers  #genderstereotype  #igmotherhood  #indianparentingblog #pictureoftheday #motherhoodrisingthroughinstagram #momslove #howwedoit #ahmedabadblogger #bhubaneswarblogger #indianmombloggers #mommy_account_says",genderstereotype,|Same comments I hear sometimes from very close relatives|Dear jus ignore the people..they will always have something to say..I too face it with my lil angel..jus njoy with ur doll..she’s to cute 😘 Hairs n facial features doesn’t matter at all..|Exactly this Idiocracy has to stop!|Laddooo 🤗|Agree.. We need freedom from judgement|Ignorance is the mantra because it has no end😐,37
107,"In a world where judgement is handed out at every turn, it’s important that our kids can consistently feel as though their opportunities are endless. It’s our job as their biggest fans to make sure they never feel limited just because of gender. My little girl shows me everyday how much of a badass she is and I hope more than anything that never changes. Our story link in bio. #genderstereotype #thedadcrew  Check out the @ferrisstateu gear and the baby @reebok @crossfit Nanos with a little @underarmour mixed in! #babystyle",genderstereotype,|That’s my girl 💪🏼💕,144
108,"The original manspreader
#manspreadmonday .
.
.
.
#manspread #manspreader #manspreading #gender #graphicdesign #genderneutral #genderfluid #genderstereotypes #genderstereotype #genderstereotyping #stereotypes #identity #man #labels #graphicdesign #illustration #artdirection #artdirector #creativedirector #creativedirection #observations #london #icon #illustrator #toilet #photoofday  #weird #grindsmygears #haveyounoticed",genderstereotype,|He started it all!|Lets Network!! #realestate #socialmedia,54
109,"Two women have been appointed judges in Jammu and Kashmir High Court, one of them as the chief justice, their elevation ending a nearly century-long male preserve in the history of the state's higher judiciary.

Report by @telegraph 
https://www.telegraphindia.com/india/women-break-hc-glass-ceiling-250132

#Women #WomenEmpowerment #GenderStereotype #GenderBias #Law #Lawyer #LawEnforcement #WomenPower #GenderSensitisation",genderstereotype,|Loving your feed 💖😊|Ayeeee! 😍🙌🏾👑💖,76
110,This twelve year old has it all right !,genderstereotype,|#feminism #selflove #selfcare #blog #equality #genderstereotype #socialjustice,30
111,"【SZW Vocabulary】
溫柔(wēn róu)= tender / tenderly
-
👨：老師說話很溫柔（lǎo shī shuō huà hěn wēn róu)。
(The teacher speaks tenderly. )
-
「老師」(lǎo shī) means teacher.
「說話」(shuō huà) means speak/talk.
-
In traditional Asian society, females are asked to be tender, and males are asked to be brave.
It’s a typical gender stereotype.😞
Some mean people will even say unfriendly words to those who are different from the gender stereotypes in their mind.😡
For example,
「娘炮」(niáng pào)= sissy
「男人婆」(nán rén pó)= masculine woman
The words above are really impolite.
Fortunately, we seldom heard these words in our daily life nowadays.
It means gender stereotype is decreasing, more and more people learn that everyone is unique.💕
-
If you like our posts, share this page to your friends.
Let’s enjoy learning Chinese.😁😊
-
#LearnChinese #learn #Mandarin #Chinese #chinesetutorial #Chineseclass #mandarinchinese #learnchinesefree #learnchinesecharacters #learnchinesedaily #mandarinlearning #mandarinclass #hanyu #zhongwen #asianculture #taiwaneseculture #漢 字 #中文 #SZWVocabulary#adjective#genderstereotype#性別刻板印象",genderstereotype,"|溫柔(wēn róu)
(tender / tenderly)
-
老師說很溫柔（lǎo shī shuō huà hěn wēn róu ）
(The teacher speaks tenderly. )",24
112,A Blue (pink) Throwback to Brown Hair and A Chair,genderstereotype,|#boy #photoshoot #disney #malefashion #maleeditorial #underwear #mickeymouse #diamondsupplyco #dieselunderwear #nike #pink#genderstereotype #photographyshoot #studiophotography|😍❤️ I love you  @joshuabenmore ❤️😍|Mickey love 😍|My hero. Always.|Love the vybz here ✨,84
113,"At some pedestrian crossings in Denmark, they wait for the green lady before they cross the road.  Thankfully she has a handbag and a dainty kink at her knees, so we can definitely be sure she’s female... #genderequality #genderstereotype",genderstereotype,"|Wow, i‘ve been performing in Vejle, once.... funny enough it was called „bodies in urban spaces“|I have never seen her anywhere else in Denmark 😳|🌴",34
114,Androgynous Fashion Photoshoot 📸 Credits to @thechrisvella for the shots. I’m so happy with the end result and thanks to Chris for giving up his evening last minute to help me 🙏🏼 🤗 super happy! #androgynous #androgyny #fashion #photoshoot #androgynouswoman #androgynousfashion #genderstereotype #masculinity #lgbt #unique #guildford #jigsaw #jigsawguildford #theshopatbluebird,genderstereotype,|That’s my best friend 🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️|Genuinely amazing Megan!! Can’t get over how good you look! ❤️|Everything.|These photos are like a time capsule! Awesome work @meganemma_evans @thechrisvella|You look so sick meg!!!😍|Nice Feed!|Love this post so much!,107
115,"Thripthi Shetty /  Transgender Entrepreneur / Kerala,India.  Stories of women based in Kerala who has broken the gender barriers through their jobs.#thripthishetty #breakingbarriers #transgender #genderequality #genderissues #queer #queerpride #entrepreneur #transgendermatters #breakingbarrriers #genderstereotype #portrait #bw #monochrome #natgeo #natgeoyourshots #instahub #instapic  #transwomen #queer #transgenderpeople  #transgenderindia #women #documentingwomen",genderstereotype,|You have one of the good galleries I've seen today 👌|Super Awesome 👍👍👍|.Great job!!|Impressive work 👍,80
116,"How did everyone else spend their Thursday? Martin and I spent our day waiting patiently for the #2018release of @cheekymonkeybrewery #silverbackstout to arrive in #perth 
As usual,  managed to rock up at the liquor store just as it was being put into the fridge,  and with just enough time to still make it to afternoon school pick up... Because #priorities .
P. S.  Yes Martin is a boy, and yes he's wearing a dress... We don't #genderstereotype in this house! .
.
#cheekymonkeybrewery #smallbatch #nopreservatives #winterrelease #seasonalbrews #silverbackgorilla #russianimperialstout #roastedmalt #craftbeer #craftbeerlove #craftbeerporn #wacraftbeer #craftbeersofinstagram #margaretriver #margaretriverregion #martinthemonkey #boyscanweardressestoo",genderstereotype,|♥ 🌴|Aww nice👍|⚡⚡,38
117,Gender stereotyping at its finest! So girls can't be PJ Masks fans and boys can't collect Num Nums? So wrong! I would have loved to have bought my daughter a PJ Masks card with 'daughter' on it! @sainsburys @pjmasks @numnums #genderstereotype #genderstereotype #greetingscards #typicalboy #typicalgirl #pjmasks #sainsburys #numnums,genderstereotype,|👎🏻,15
118,"#Repost @asiazenwellbeing with @get_repost
・・・
Let the event begin. #femalefocus three MA photography students collaborate to challenge #genderstereotype through their photography with @karenroswell 🙌💕😀",genderstereotype,"|Aw it’s Suzie, must be scrappers gym xx",10
119,Let the event begin. #femalefocus three MA photography students collaborate to challenge #genderstereotype through their photography with @karenroswell emceeing the symposium 👏🏼🙏🏼,genderstereotype,|@asiazenwellbeing checking location!! Cheltenham? xx,16
120,"And just like that, it’s over. We tend to our wounded, we count our dead

Black and white soldiers wonder alike if this really means freedom

Not. Yet

#dissertation #done #finished #relief #finally #snowwhite #genderstereotype #genderbend #hamilton",genderstereotype,|Dat caption tho hahaha,12
121,"Both in front and behind the camera, the film industry is infamous for its prejudice. Come hear @akshat.gupt (co-founder, @suparistudios & @vitaminstree) and @reemsen (co-founder, CATNIP) conversation to hear about the challenges the female creatives face amidst the gender stereotypes in the film industry. 
Happening at Mind The Gap on June 3rd at WeWork BKC. Tickets available on Insider now.

#GenderAndTheJob
@generationmixx @dyscoapp @wework @bira91beer",genderstereotype,|#vitaminstree #suparistudios #panel #discussion #conference #letstalk #gender #genderstereotype #smashthepatriarchy #film #filmindustry #bollywood #challenges #solutions #instanew #newpost #GenderAndTheJob #breakthestereotype,61
122,"We're all about bending the rules, breaking the stereotypes and Minding the Gap. Come watch our very own @tara_s_k moderate the ""Gender Stereotyping in Advertising"" panel discussion at Mind the Gap, with @hyperpops, founder Hyper Collective; Josy Paul, Chairman at @bbdoindia; @malvika71 , Founder at Tomorrow Creative Lab. 
It's all happening at Mind The Gap on June 3rd at WeWork BKC. Tickets available on Insider.in. 
#GenderAndTheJob
@generationmixx @dyscoapp @wework @bira91beer",genderstereotype,"|#vitaminstree #mindthegap #panel #discussion #gender #genderstereotype #stereotype #advertising #event #content #contentcreators #GenderAndTheJob #discussion #event #debate #instanew #newpost #respect #debate #progressive #changethemindset #smashthepatriarchy|Great account!|Loved the session and your new venture, Vitaminstree. More power to you💪",83
123,"A totally unplanned post 💡
.
Had zero intention to post this shimmery pinky pencils picture; until I hold it together and flabbergasted greatly by it's beauty. .
Well, Who has serious obsession over these kinda items like me ??? 😉😉😉 I hope my son will use it without demanding for blue ones 🙄.
.
 Glad that my childhood days were free from color based gender stereotype.  I, personally believe gender should never be a barrier to choose colors. .
.
#unplanned #unplannedpost #random #randomthoughts #randompost  #inabudhabi #igersabudhabi #igersdubai #myfootprintsinuae #abudhabimedia #abudhabiblogger #pencil #pencils #genderstereotype",genderstereotype,|I used to be obsessed with funky pencils!|Nice shot Hena love the colour of the pencils ✏️,172
124,We’re not fussy about gender specific toys/attire in our household! If our little lad wants a ring and sparkly nail varnish on then that’s cool with us @dead5teve 😍💙 #pinkisntjustforgirls  #aslongasheshappy,genderstereotype,|#disneycars #cruise #disneycars3 #gendertoys #stilllovescars #mumthoughts #gendertoysbegone #genderstereotype #whosaysboyscantplaywithdolls #toysforkids #letthembelittle #childhoodunplugged #simplychildren #love #uniteinmotherhood #parenthood #lovehimtopieces #candidchildhood,18
125,"// how to #diy a #genderstereotype #bodyscrub that matches pretty much everything in your surrounding 💖.
.
.
#handmade
#millenialpink
#naturalcosmetics
#stokkesummerhouse
💖 @ponyhuetchenstoreberlin
💖 @wunderhaus_berlin
💖 @linnie.von.sky",genderstereotype,|😍🙏🏻|Ohhh. Ist das schon das kleine neue Mini? 💕 all the b est.|this is great content! Check out my content to see if you think i need to work on it!|Sooo schön war‘s Nora und ich freue mich auf alles was hier kommt 💕,27
126,"Defying gender stereotypes - these boys can sweep! 🚹
•
•
•
#kyoksuhin #sweep #sweeptheleg #genderstereotype #waxonwaxoff #kyokushinarate #karate #karateka #kyokushinkai #martialarts #dojo #inthedojo #respect #discipline #budo #fighter #mountgambier",genderstereotype,|But can we do it well?,24
127,"One day, a friend of mine told me that she's the son of her house. I asked her, how is that?
She told me that she started earning at a very young age and gave financial support to her family.
Her father calls her 'Sher beta!' Another day, a few relatives of mine had come home. My brother is very fond of cooking. He prepared a starter and asked me to taste and check if everything is in proportion before he could serve them.
At this point, my aunt interrupted stating-
'He's like the woman of the house cooking for everyone, and you are like the man of the house critically appreciating his food.' and she chuckled.
However I didn't find it funny at all.

Do you think that calling your daughters your son will make them proud? It will only make them feel that this job is more suitable for a man, that it would have been better had their genitals been different.

Genitals- that's the biological difference between male and female. How do you associate a certain characteristics other than biology to that?
'If you have the body of a male- you're the bread earner. If you have the body of a female- you're the home-maker.' Who made these rules, why did they make them? Why do they impose these rules upon us? I don't wish to live my life abiding by your rules that are literally baseless.

You can earn well and still be a woman.
You can cook good food and still be a man.

Dear parents,
Before making your child a strong man or an obedient woman, make them a good human.
-Divya Jumani

#writersofinstagram #writerscorner #genderstereotype #rebel #writers #thoughts #society #writerssociety #writersofinda #writerscommunity #words #creativewriting #freedom #igpoetsociety #wordporn #indiansociety",genderstereotype,|Awesome Caption 🙌❤️|Caption.. 💕|Stereotype wala lecture yaad aagaya😋 Amazing caption..👏👏❤,66
128,"Gender stereotypes are traditional ideas about what girls and boys can or should do,it can limit the development of the natural talents and abilities of girls and boys, and it naturally starts to shape our preferences and career paths.
There are many ways to challenge these Gender stereotypes to help everyone feel equal and valued as humans.
So let's step together towards breaking these moulds, with the challenge #Iam
__
The steps of the challenge:
1- Take a picture and post it in your Instagram account, take as an example the ones in the post.
2- Use the Hashtag #Iam 
3- Mention @_tasc___ account 
4- Tag some friends 
__
- we will post the pictures from the hashtag in our insta story
-for private accounts you can send us your pictures to post it

let's spread positivity people!!♡
.
.
.
.
#genderstereotypes #gender #genderstereotyping #genderstereotype #stereotypes #positivity #Algeria #dz #algérie #dzair #instagram #instagood #instagramer #instadaily #batna #art #instaevent #instachallenge",genderstereotype,|Interesting*--* am in|I am a girl and i love everything that girls like 💇💅❤👠👗🎁🎆🎇 😛|@djalel.eddine.muhammad @djelti_adam007 @aymen_moustach @abby_chan777 @rootin_tootin_chum @nidou_army @nolly_manel  @maro_paige @nour.girlpower|I really love you all guys u HV done a great job  u rock as usualllll and I'm backing u with what so ever u want good luck|Mamidou 😂😎😎|@selmoum_ i'm a girl and i love white men hhhhhhhhh|@ahmed_mohammedi fupa|i'm fat and i dnt do diets !!! YOLO|💪💪💪💪,134
129,"Briggs and Stratton Gender Patterns
Oil on canvas
61 cm x 91 cm .
.
.
.
.
.
.
.
.
#art #artist #oilpainting #northernrivers #randomlogic #socialcommentary #psyche #genderstereotype",genderstereotype,|Peaceful palette,20
130,#PepperDemMinistries #UnlearningToxicNarratives #PDM #PDMonClass #powerwomen #powerwomen232 #africanwoman #africanwomen #thenewafricanwoman #genderwatch #genderstereotyping #genderstereotype #gender #womanism #africanwomanism,genderstereotype,|!!!,68
131,"Want to see the ever-changing toddler mood? SWIPE TO SEE

Terrible Two’s have hit us! And this moody little Ms. A is at her mischievous-best these days. One minute she will be all chirpy and fun and would laugh for no reason and the other minute she would cry and be grumpy over an issue as small as not changing her tee-shirt. But with all the hard time she gives me, she also melts my heart with this naughty giggle of hers.
.
Btw, did you notice her super cute tee-shirt? This rocket-tee (as she calls it) is her current favorite! I usually find girls' clothes with stars, sparkles and fairies. Finally could see one brand that's different! Featuring here @tinydreamers.in - a brand that inspires little girls to dream beyond princesses. They offer books and tees which are all about 4 little girls who achieve their own dreams, in a fun way. After all kids want to be what they see! And in this gender-stereotypical world what's a better message to give to your little girl than to wear her heart on her sleeves and be what she wants to be!

The tee is light and soft in fabric and super comfortable to wear in this hot summer weather! Thank you @tinydreamers.in for sending this across. Head to their page guys and check out their wonderful collection. .
. .
#mygirlrocks #prilaga #mihija #kidsfashionstyle #genderneutral #mihijabella #unstereotype #lethembelittle #genderstereotype #kidsfashionforall #kidsclothing #instainfluencer #mumbaiblogger #indianparentingblog #runwildmychild #letthemexplore #candidchildhood  #genderneutralparenting #momentscollected #thehappynow #searchwondercollect #kidstagram #awanderfulchild #thegallerycollective #thesnapsociety #ourcandidlife #shootandshare #lifewithkids #documentingchildhood #themomsagas",genderstereotype,"|Love it|Cute|Pretty|Cuttiie😍😍😍 Cute pictures😍|Hahaha this sums up my pregnancy mood swings too 😂|Oh we can totally relate to her moods haha|I love this t-shirt. It’s so cute 😍|Haha I have a lot of these too!|eeek good luck with the twos… and then get ready because threenager comes next! 🙈|Toddlerhood is so challenging!! Keep calm mama! You got this 🙌🏻|Aww that’s such a cool tshirt love that they inspire girls to dream beyond princesses 🤗|That’s such a cute T-shirt! I have a threenager that gives me a run for it daily! 😂|Loved her tee and absolutely I also believe in gender- neutralised clothing 👍 power to u mama|Love the cool and comfortable tee that this munchkin is wearing. Perfect for summers|Same pinch Mamma.. I'm in the same boat. I loved that comfy tee shirt 😍|She’s definitely going to be a scientist or a professional similar to that! You’re training is commendable 🤩|Wow! I am digging this brand now.... in a society where kids are programmed from very early days to believe in conventions this brand is doing a fab job! Such a breather 💕💕|Love this little scientist t-shirt and so adorable expressions|Love the thought behind this company! The tee looks great and comfy for the summers.|This t-shirt is a super Win! Breaking stereotypes.|hhahaa.,.... different mode and moods. This tee looks adorable on her.|Aww what a cute tee..very different.|He looks cute and that tee is so cute and perfect for summers|What a cutie pie. Loving her tee and the print.  I'm seeing such good prints from @tinydreamers.in. Next time I'm in India will place an order 👌|Ohh my god...What a cute tee and I m sure this little one is gonna be a huge scientist one day...m|She is so cute!!! And that tee is amazing inspiring her to be anything she wants to be!!|Aww so cute! Always good to have a range of photos!",250
132,"Childhood memories.
#nostalgia #barbielookalike #localbarbie #cheapbarbie #fakebarbie #doll #genderstereotype #doll #toy #birthdaycelebration #birthdaygift #littlehappiness #happinessinbox #happinessaroundyou #changingdressalso",genderstereotype,"|When I was a kid,always wanted to have Barbie..loved it alot..but didn't got one..now I seriously wanna buy it for me😀😍",25
133,"#Rosa für #Mädchen, #Blau für #Jungs. Puppen sind für Mädchen und Autos für Jungs. Viele Firmen arbeiten mit solchen Vorurteilen oder #Klischees. Sie hoffen, so Produkte, wie zum Beispiel Spielzeug besser verkaufen zu können. Nun wurden Firmen, die solche Klischees übertrieben eingesetzt haben, mit einem #Preis ausgezeichnet. Nicht um sie zu loben, sondern um zu zeigen, wie daneben das ist. Mehr zu dem Preis erfahrt ihr auf logo.de. Kennt ihr Produkte, die speziell für Mädchen oder speziell für Jungs sind? Wie findet ihr solche Sachen? Schreibt uns eure Meinung! #ZDFlogo",genderstereotype,"|#logo #logonews #ZDF #zdfmediathek #logonachrichten #geschlecht #geschlechter #gender #klischee #genderklischee #genderstereotype #genderstereotyping #gendermarketing #rollenklischees #mann #frau #weiblich #weiblichkeit #männlich #männlichkeit #rosahellblaufalle #goldenerzaunpfahl|Ich bin Mädchen und interessiere mich sehr für Autos. Habe früher nie wirklich mit Puppen gespielt. Ich finde das ist Schwachsinn.|Ich denke Puppen und Autos sind so das Klischee halt aber auch Schulranzen gibt es auch wirklich da gibt es ja pinke Schulranzen und Grüne und es gibt kaum Mädchen jetzt irgendwie in grünpflanzen haben oder so|Ich bin auch ein Mädchen und Spiele Fußball. Die meisten sagen ja Fußball ist nicht's für Mädchen sondern nur etwas für Jungs. Ich finde das ist ein totaler Schwachsinn|Ich finde es gut, da diese Firmen mal schämen sollte. Ich meine sie haben nicht zu ""bestimmen""  mit was kleine Kinder zu spielen haben. Ich habe genauso gerne mit Autos gespielt wie mein Bruder und mein Bruder hatte auch eine Puppe. Jeder hat gleiche Rechte und sollte nicht durch Beeinflussung dieser Drucke das Produkt kaufen|Ich glaub am Ende liegt es doch wohl eher an den Eltern in wie weit sie sich solche Rollenklischees vorschreiben lassen und dies an die Kleinen weiter geben. Weil wenn Kinder die Werbung sehen oder das abgepackte Spielzeug wollen sie es haben wenn sie es toll finden vor allem je weniger sie bis dato in eine Rolle gedrängt wurden.|Ich finde geschlechterrollen allgemein total daneben und etwas was dafür verantwortlich ist, das sich kinder/jugendliche oder auch erwachsene für etwas schämen müssen,das sie gerne tun/anziehen usw. Meiner meinung nach sollte jeder mit dem spielen dürfen oder sich anziehen dürfen,wie er will und sollte dafür auch nicht ausgegrenzt oder schief angeschaut werden!|Überraschungseier... Schokolade ist Schokolade!!|Barbie!!|Ich hasse diese Kategorien einsortierung mit Junge und Mädchen 👎 ich zum Beispiel hasse pink und liebe blau und grün als Mädchen, leider habe ich deswegen beim shoppen immer einen Nachteil 😣|Ich finde das doof😓 Ich spiele Fußball und bin ein Mädchen👍💘💍 also Vorurteile bitte weg❤❤|Ich bekomme bald einen Sohn und werde versuchen diese Rollenbilder in der Erziehung zu verdrängen. Wenn er mit einer Puppe spielen möchte, darf er das. Wenn er Fußballspielen will darf er das. Wenn er Ballett tanzen möchte darf er das...|Ich find es negativ beeinflussent, unter anderem weil meine lieblings Farbe Blau ist|Ich finde es total daneben! Den Kindern wird so von klein auf etwas aufoktroiert ohne dass sie die Chancen kriegen, ihrem Instinkt zu folgen.
Mein Sohn hat immer schon leidenschaftlich gern Glitzersteine gesammelt, auch eine rosa Haarbürste mit Glitzee hatte er sich mit knapp 4 Jahren ausgesucht und es hat ihm „ oh Wunder“ bis heute nicht geschadet. Lasst die Kids selbst entscheiden und sich die „ Schublade“ selbst aussuchen💚|Ich finde es unglaublich, dass es heutzutage noch völlig normal ist, Geschlechter Farben zu zuordnen.|Immer wieder krass, wenn einem das bewusst wird!|Schlimm wie die Welt manchmal über Jungs und Mädchen denkt aber da kann man ja leider nicht viel machen 😔|Es wird immer gesagt ""Mädchen shoppen am liebsten andauernd und schminken sich"". Ich find das so zum schreien: man kann das doch nicht so aufteilen! Meist unterscheiden sich männliche Personen von weiblichen Personen, und andersrum, weniger, als die weiblichen untereinander und die männlichen untereinander.|I like your picture! Nice job! 😊",693
134,Full Video is up on my @__ysso account. Go follow and check out my jewelry line and see what I have in store for you guys!!! My plan is to break gender stereotypes on jewelry but check out the full video for more xoxo thanks love you guys 😘❤️,genderstereotype,|#jewelry #jewelrydesigner #micamade #mica2021 #marylandinstitutecollegeofart #marylandinstitutecollegeofarts #bmorearts #korean #fashion #genderstreotypes #genderstereotype #genderequality #유학생 #유학생활 #유학미술 #주얼리브랜드 #주얼리디자인 #메릴랜드주 #성역할 #성역할고정관념|말 종나 못해버리기~!|Cute :),98
135,"***Gender Stereotyped Toys***
My daughter is 5 and my son is 2. Like normal siblings they play well together and also fight like hell 🙄. My daughter loves her dolls, Barbies, babies and make up. Playing “mums and dads”, teachers (basically any role to tell her wee bro what to do!). I love this and I encourage it because it brings out her soft and nurturing side. It also shows her leadership skills (teacher) and skills of guidance. My son likes to play with all of the above too and I love it. I love seeing my son cradle a baby doll and sing “go to sleep” over and over again. I want him to grow up knowing he can be soft, caring, sensitive AND strong.
.
My son is also obsessed with football, cars, “shooking” his guns, Star Wars, lightsabers etc and that is great. He’s full of fun and energy and a little mental. Not so much fun when he whacks me with his lightsaber *wooden spoon*. I love it even more when my daughter joins in too. Seeing her score goals, climb walls and get muddy and mucky. She’s in her element when she’s set free!!
.
It’s hard to get the balance and we all fall into the gender toy trap sometimes. I think it’s just important that kids are playing and having fun. At some point life will get serious. To be honest, some days I just want to forget my responsibilities and just play football and barbies with my babies 😊
.
Ps. Yes Barbie is naked because “she couldn’t fit in the car with her clothes on” - said my daughter 🤣 how liberating!! #genderstereotypetoys #genderstereotype #kidstoys #boystoysvsgirlstoys #letkidshavefun #parenting #motherhood #parenthood #justwingingit #itsaguessinggame #nakedbarbie #toysforkids #genderroles #letthemplay #mum #mummingit #gendertoytrap #gendertoys",genderstereotype,"|I LOVE this! You are so right, it’s all about playing & having fun. Brought a tear to my eye too hearing your wee man cradling & singing to a doll. I too want my boys to grow up expressing their caring compassionate side. Love your posts hun xxx",26
136,"I love moments like this; playing side by side 😍 Admittedly Nellie was trying to shove all the tiny Playmobil pieces into her mouth at the same time and moments later World War 3 broke out because Eadie didn't want any boy patients in the hospital. I tried to discuss equality and discrimination with her but she was having none of it, so changed tack and tried to persuade them that the ""boy"" wearing a blue digger top could actually be a girl 🤷 Whilst Seth is happy to say pink is one of his favourite colours it took him a while to be convinced that girls can like blue and diggers too; I'm always amazed at how strongly children believe in gender stereotypes 🤦
#siblings #family #mumof3 #momentstoremember #brotherandsisters #playmobil #chaosmomentslater #letkidsbekids #genderstereotype #girlslikediggerstoo #sethonlylikespinktomakeeadiecross #setharnold #eadiedorothy #nellieinez",genderstereotype,|Gorgeous feed!,36
137,"Monkey see, monkey do . 
They saw me painting my toenails and wanted to be just like mama. They picked out their own colors too. 😊😀 ""Back in my day""  I didn't grow up in an open minded home, they would think it's ""weird"" using nail polish on boys, or giving them dolls. If they ask for it you better believe I'll oblige. Gender stereotype roles are bullshit. We do what we want yo!

They clapped with excitement as I was painting their toes and said, ""Thank you so much mama, I'm so happy,  I love it!!"" 😍😍❤❤ Also, painting tiny toenails is hard  but I did my best. 😅😁 #genderstereotypessuck #genderrolesaredead #genderrolesarestupid #wedowhatwewant #boyscanpainttheirnailstoo #paintedtoenails #momlife #parenting #openmindedfamily #openminded #genderstereotype #motherhoodmoments #motherhood #boymomlife #boymomisthebest #momofboys #momofpreschoolers #unschoolers #unschooling #homeschoolfreedom #homeschoolmom #homeschoolfamily #mykidsareawesome #toddlerlife #twinmomlife #twinmomclub #momoftwinboys #twinning #twinboysrock",genderstereotype,"|My boys had theirs done by the cousins. They saw the girls painting and wanted theirs done too. I'm out of polish, have been for ages otherwise I'm sure the request would be asked to me too|That’s just too cute ❤️❤️|@_mommytoaprince They're always watching.  When I do my makeup they want to also so I give them some cheap ELF brushes to play with while I do my makeup sometimes. 😁😀 I love how curious they are, I will never take that away from them. ❤|💖💖|I have 1 boy and 2 girls we will all do our toe nails and finger nails LOL why not it’s fun!|😍love it xxx|Love it!! Breaking gender stereotypes one adorable little toe at a time!!",73
138,"Gender construction 
#artexploration #sculpture #partial #clay #abs #nooffense #genderstereotype #openminded #love #lover",genderstereotype,|Thats amazing!😍😍💓💓 I hope one day I can make like that!|Ooof surin 😍|Talent|haha～the pose 😂 but amazing❤️,13
